cc,country,distance,force_ping_select,host,https_functional,id,isp_id,lat,lon,name,preferred,sponsor,url
US,United States,4356,,speedtest.epbfi.com:8080,1,3965,94980,35.0456,-85.3097,"Chattanooga, TN",0,EPB,http://speedtest.epbfi.com:8080/speedtest/upload.php
TH,Thailand,5873,,sp1.uih.cloud:8080,1,18487,25289,13.8362,100.5634,Chatuchak,0,UIH,http://sp1.uih.cloud:8080/speedtest/upload.php
BR,Brazil,5918,,speedtest.grupocednet.com.br:8080,1,37253,128039,-23.0389,-49.7094,Chavantes,0,Grupo Cednet,http://speedtest.grupocednet.com.br:8080/speedtest/upload.php
IN,India,4999,,speedtest.tnc.vodafoneidea.com:8080,1,71705,23698,13.0895,80.2739,Chennai,0,Vi India,http://speedtest.tnc.vodafoneidea.com:8080/speedtest/upload.php
IN,India,4999,,chennai.dvpl.in.prod.hosts.ooklaserver.net:8080,1,57366,44504,13.0843,80.2705,Chennai,0,DVPL,http://chennai.dvpl.in:8080/speedtest/upload.php
IN,India,4999,,bsnlooklachn.ddnsfree.com.prod.hosts.ooklaserver.net:8080,1,12938,73461,13.0843,80.2705,Chennai,0,BHARAT SANCHAR NIGAM LTD,http://bsnlooklachn.ddnsfree.com:8080/speedtest/upload.php
IN,India,4999,,speedtest.innolensmedia.com.prod.hosts.ooklaserver.net:8080,1,47155,232013,13.0843,80.2705,Chennai,0,MAVX Networks,http://speedtest.innolensmedia.com:8080/speedtest/upload.php
IN,India,4999,,speedtest.hostzop.com.prod.hosts.ooklaserver.net:8080,1,64969,287534,13.0843,80.2705,Chennai,0,Hostzop Cloud Services Pvt Ltd,http://speedtest.hostzop.com:8080/speedtest/upload.php
IN,India,4999,,speedtestchennai.tataplayfiber.co.in.prod.hosts.ooklaserver.net:8080,1,37352,122193,13.0827,80.2707,Chennai,0,Tata Play Fiber,http://speedtestchennai.tataplayfiber.co.in:8080/speedtest/upload.php
IN,India,4999,,chennaispeedtest.spectra.co.prod.hosts.ooklaserver.net:8080,1,11562,158825,13.0827,80.2707,Chennai,0,Shyam Spectra,http://chennaispeedtest.spectra.co:8080/speedtest/upload.php
IN,India,4999,,speedtestchn.actcorp.in.prod.hosts.ooklaserver.net:8080,1,12285,64789,13.0827,80.2707,Chennai,0,ACT FIBERNET,http://speedtestchn.actcorp.in:8080/speedtest/upload.php
IN,India,4999,,chennai-speedtest.ishancloud.com.prod.hosts.ooklaserver.net:8080,1,58611,27544,13.0827,80.2707,Chennai,0,Ishan netsol,http://chennai-speedtest.ishancloud.com:8080/speedtest/upload.php
IN,India,4999,,speedtestshm1.airtel.in.prod.hosts.ooklaserver.net:8080,1,64426,46101,13.0827,80.2707,Chennai,0,Bharti Airtel Ltd,http://speedtestshm1.airtel.in:8080/speedtest/upload.php
IN,India,4999,,ookla.cn.as6453.net.prod.hosts.ooklaserver.net:8080,1,73039,37733,13.0827,80.2707,Chennai,0,Tata Communications,http://ookla.cn.as6453.net:8080/speedtest/upload.php
IN,India,4999,,speedtest.arjuntelecom.in:8080,1,11117,114863,13.0827,80.2707,Chennai,0,Arjuntelecom,http://speedtest.arjuntelecom.in:8080/speedtest/upload.php
IN,India,4999,,speedtest.peercastindia.com.prod.hosts.ooklaserver.net:8080,1,59828,230603,13.0827,80.2707,Chennai,0,PeerCast,http://speedtest.peercastindia.com:8080/speedtest/upload.php
IN,India,4999,,speedtest.cherrinet.in.prod.hosts.ooklaserver.net:8080,1,8797,131051,13.0827,80.2707,Chennai,0,Cherrinet - K Net Solutions Pvt Ltd,http://speedtest.cherrinet.in:8080/speedtest/upload.php
IN,India,4999,,speedtest1.airfiber.co.in.prod.hosts.ooklaserver.net:8080,1,50119,140707,13.0827,80.2707,Chennai,0,Airfiber Networks Pvt Ltd,http://speedtest1.airfiber.co.in:8080/speedtest/upload.php
IN,India,4999,,chennai.rainbowisp.com.prod.hosts.ooklaserver.net:8080,1,36590,99708,13.0827,80.2707,Chennai,0,Rainbow Communications India Pvt Ltd,http://chennai.rainbowisp.com:8080/speedtest/upload.php
IN,India,4999,,spmaa.airgenie.co.in.prod.hosts.ooklaserver.net:8080,1,30878,108719,13.0827,80.2707,Chennai,0,Airgenie,http://spmaa.airgenie.co.in:8080/speedtest/upload.php
IN,India,4999,,sp1-chn.youbroadband.in.prod.hosts.ooklaserver.net:8080,1,6455,71775,13.0827,80.2707,Chennai,0,YOU Broadband India Pvt. Ltd.,http://sp1-chn.youbroadband.in:8080/speedtest/upload.php
IN,India,4999,,speedtest1.alacriynetsystem.net.prod.hosts.ooklaserver.net:8080,1,69073,311671,13.0827,80.2707,Chennai,0,RDS Net,http://speedtest1.alacriynetsystem.net:8080/speedtest/upload.php
IN,India,4999,,speedtest.budanta.com.prod.hosts.ooklaserver.net:8080,1,51948,248114,13.0827,80.2707,Chennai,0,Budanta Networks Pvt Ltd,http://speedtest.budanta.com:8080/speedtest/upload.php
IN,India,4999,,speedtest.zeesbroadband.net.prod.hosts.ooklaserver.net:8080,1,44906,216912,13.0827,80.2707,Chennai,0,Zees Broadband Pvt Ltd,http://speedtest.zeesbroadband.net:8080/speedtest/upload.php
IN,India,4999,,stchn.tactcom.in.prod.hosts.ooklaserver.net:8080,1,62776,286309,13.0827,80.2707,Chennai,0,TACT COMMUNICATION PVT LTD,http://stchn.tactcom.in:8080/speedtest/upload.php
IN,India,4999,,speed.fab5network.com.prod.hosts.ooklaserver.net:8080,1,70031,265004,13.0827,80.2707,Chennai,0,FAB5NETWORK,http://speed.fab5network.com:8080/speedtest/upload.php
IN,India,4999,,speedtest.f2hnetworks.com.prod.hosts.ooklaserver.net:8080,1,42003,157376,13.0827,80.2707,Chennai,0,F2H Fibernet,http://speedtest.f2hnetworks.com:8080/speedtest/upload.php
IN,India,4999,,chn.speedtest.railtel.in.prod.hosts.ooklaserver.net:8080,1,9591,96146,13.0827,80.2707,Chennai,0,RailTel Corporation of India Ltd,http://chn.speedtest.railtel.in:8080/speedtest/upload.php
IN,India,4999,,speedtest-maa.stackbit.in.prod.hosts.ooklaserver.net:8080,1,60602,164994,13.0827,80.2707,Chennai,0,Evergreen Internet,http://speedtest-maa.stackbit.in:8080/speedtest/upload.php
IN,India,4999,,che-speedtest.airconnectindia.com.prod.hosts.ooklaserver.net:8080,1,22796,114118,13.0827,80.2707,Chennai,0,Airconnect Fibernet,http://che-speedtest.airconnectindia.com:8080/speedtest/upload.php
IN,India,4999,,speedtest.ticfiber.in.prod.hosts.ooklaserver.net:8080,1,12182,148957,13.0827,80.2707,Chennai,0,TICFIBER - Thamizhaga Internet,http://speedtest.ticfiber.in:8080/speedtest/upload.php
IN,India,4999,,speedtest.winternet.in.prod.hosts.ooklaserver.net:8080,1,45606,114118,13.0827,80.2707,Chennai,0,Win Communications,http://speedtest.winternet.in:8080/speedtest/upload.php
IN,India,4999,,speed-node-mas.asianetdigital.net:8080,1,73163,93082,13.0827,80.2707,Chennai,0,Asianet Broadband,http://speed-node-mas.asianetdigital.net:8080/speedtest/upload.php
IN,India,4999,,chn.infonetcomm.com.prod.hosts.ooklaserver.net:8080,1,60836,116590,13.0827,80.2707,Chennai,0,Infonet Comm Enterprises Pvt Ltd,http://chn.infonetcomm.com:8080/speedtest/upload.php
UA,Ukraine,1336,,speedtest.mclaut.com:8080,1,8633,0,49.4444,32.0598,Cherkasy,0,McLaut,http://speedtest.mclaut.com:8080/speedtest/upload.php
UA,Ukraine,1286,,speedtest-b.neocom.net.ua.prod.hosts.ooklaserver.net:8080,1,46691,20832,51.4982,31.2893,Chernihiv,0,NeoCom,http://speedtest-b.neocom.net.ua:8080/speedtest/upload.php
UA,Ukraine,1287,,speedtest.ultranet.com.ua.prod.hosts.ooklaserver.net:8080,1,23129,59934,51.4857,31.3079,Chernihiv,0,UltraNet,http://speedtest.ultranet.com.ua:8080/speedtest/upload.php
UA,Ukraine,1076,,speedtest.ctn.cv.ua.prod.hosts.ooklaserver.net:8080,1,19332,4448,48.3000,25.9333,Chernivtsi,0,Citynet LLC,http://speedtest.ctn.cv.ua:8080/speedtest/upload.php
UA,Ukraine,1076,,spdt.intelekt.cv.ua:8080,1,6291,115832,48.3000,25.9333,Chernivtsi,0,Intelekt Group,http://spdt.intelekt.cv.ua:8080/speedtest/upload.php
UA,Ukraine,1076,,ooklaspeedtest.langate.ua.prod.hosts.ooklaserver.net:8080,1,25643,79469,48.3000,25.9333,Chernivtsi,0,LANGATE,http://ooklaspeedtest.langate.ua:8080/speedtest/upload.php
UA,Ukraine,1076,,speedtest.argocom.net.ua.prod.hosts.ooklaserver.net:8080,1,32649,85008,48.3000,25.9333,Chernivtsi,0,Argocom Ltd,http://speedtest.argocom.net.ua:8080/speedtest/upload.php
UA,Ukraine,1076,,speedtest.dss-group.net.prod.hosts.ooklaserver.net:8080,1,3076,33296,48.3000,25.9333,Chernivtsi,0,DSS Group,http://speedtest.dss-group.net:8080/speedtest/upload.php
UA,Ukraine,982,,speedtest.bestlink.in.ua.prod.hosts.ooklaserver.net:8080,1,37183,43160,50.3872,24.2199,Chervonograd,0,Bestlink,http://speedtest.bestlink.in.ua:8080/speedtest/upload.php
US,United States,4198,,speedtest.truvista.net.prod.hosts.ooklaserver.net:8080,1,15380,35498,34.7055,-81.2116,"Chester, SC",0,TruVista,http://speedtest.truvista.net:8080/speedtest/upload.php
US,United States,4811,,wychynspeedtest01.mybluepeak.net.prod.hosts.ooklaserver.net:8080,1,49464,160075,41.1456,-104.8019,"Cheyenne, WY",0,Bluepeak,http://wychynspeedtest01.mybluepeak.net:8080/speedtest/upload.php
US,United States,4811,,cheyenne.speedtest.centurylink.net:8080,1,10137,86113,41.1456,-104.8019,"Cheyenne, WY",0,CenturyLink,http://cheyenne.speedtest.centurylink.net:8080/speedtest/upload.php
US,United States,4811,,chynwy-speedtest-ookla-01.st.charter.com:8080,1,5859,131629,41.1456,-104.8019,"Cheyenne, WY",0,Spectrum,http://chynwy-speedtest-ookla-01.st.charter.com:8080/speedtest/upload.php
US,United States,4811,,chy11-speedtest01.as15108.com:8080,1,72426,25110,41.1456,-104.8019,"Cheyenne, WY",0,ALLO - Cheyenne,http://chy11-speedtest01.as15108.com:8080/speedtest/upload.php
US,United States,4811,,speedtest.lunavi.com.prod.hosts.ooklaserver.net:8080,1,55661,324937,41.1456,-104.8019,"Cheyenne, WY",0,Lunavi Inc,http://speedtest.lunavi.com:8080/speedtest/upload.php
PL,Poland,949,,test.bluedot.pl.prod.hosts.ooklaserver.net:8080,1,31397,166027,51.1431,23.4712,Chełm,0,BLUE DOT,http://test.bluedot.pl:8080/speedtest/upload.php
TH,Thailand,5550,,speedtest-cmi1.ais-idc.net.prod.hosts.ooklaserver.net:8080,1,10844,79233,18.7061,98.9817,Chiang Mai,0,AIS,http://speedtest-cmi1.ais-idc.net:8080/speedtest/upload.php
TH,Thailand,5550,,spd-cmi.scms-tech.co.th:8080,1,37243,70160,18.7061,98.9817,Chiang Mai,0,SCM Technologies,http://spd-cmi.scms-tech.co.th:8080/speedtest/upload.php
TH,Thailand,5550,,speedtest.scmc.cmu.ac.th.prod.hosts.ooklaserver.net:8080,1,41715,87460,18.7061,98.9817,Chiang Mai,0,Chiang Mai University,http://speedtest.scmc.cmu.ac.th:8080/speedtest/upload.php
TH,Thailand,5550,,truemoveookla-cmi.trueinternet.co.th:8080,1,16396,70160,18.7061,98.9817,Chiang Mai,0,TrueMove H,http://truemoveookla-cmi.trueinternet.co.th:8080/speedtest/upload.php
TH,Thailand,5550,,speedtest-cmi2.3bb.co.th.prod.hosts.ooklaserver.net:8080,1,23249,42011,18.7061,98.9817,Chiangmai,0,3BB,http://speedtest-cmi2.3bb.co.th:8080/speedtest/upload.php
TH,Thailand,5550,,cmintspeedtest.duckdns.org:8080,1,47116,2353,18.7061,98.9817,Chiangmai,0,NT,http://cmintspeedtest.duckdns.org:8080/speedtest/upload.php
IT,Italy,638,,speedtest1.wispone.it.prod.hosts.ooklaserver.net:8080,1,2657,59820,43.6000,13.3333,Chiaravalle,0,Wispone Srl,http://speedtest1.wispone.it:8080/speedtest/upload.php
TW,Taiwan,6163,,sptcy2.taiwanmobile.com.prod.hosts.ooklaserver.net:8080,1,41191,0,23.4801,120.4491,Chiayi,0,Taiwan Mobile,http://sptcy2.taiwanmobile.com:8080/speedtest/upload.php
US,United States,4137,,ord-cos1-ookla-1.99.network.prod.hosts.ooklaserver.net:8080,1,41671,296914,41.8832,-87.6324,"Chicago, IL",0,x99.cloud,http://ord-cos1-ookla-1.99.network:8080/speedtest/upload.php
US,United States,4137,,ookla.ct8.as6453.net.prod.hosts.ooklaserver.net:8080,1,73612,153428,41.8832,-87.6324,"Chicago, IL",0,Tata Communications,http://ookla.ct8.as6453.net:8080/speedtest/upload.php
US,United States,4137,,speedtest.rackoona.com:8080,1,72017,318308,41.8832,-87.6324,"Chicago, IL",0,Rackoona LLC,http://speedtest.rackoona.com:8080/speedtest/upload.php
US,United States,4137,,stchi.highlinefast.com.prod.hosts.ooklaserver.net:8080,1,50826,324075,41.8781,-87.6298,"Chicago, IL",0,Highline,http://stchi.highlinefast.com:8080/speedtest/upload.php
US,United States,4137,,chicago.speedtest.brightspeed.com:8080,1,53398,255387,41.8781,-87.6298,"Chicago, IL",0,Brightspeed,http://chicago.speedtest.brightspeed.com:8080/speedtest/upload.php
US,United States,4137,,speedtest.us-ch.kamatera.com.prod.hosts.ooklaserver.net:8080,1,50463,176703,41.8781,-87.6298,"Chicago, IL",0,"KamaTera, Inc.",http://speedtest.us-ch.kamatera.com:8080/speedtest/upload.php
US,United States,4137,,chi-speedtest.net.sangoma.net.prod.hosts.ooklaserver.net:8080,1,63551,288734,41.8781,-87.6298,"Chicago, IL",0,Sangoma,http://chi-speedtest.net.sangoma.net:8080/speedtest/upload.php
US,United States,4137,,speedtest1.chi.nxlink.com.prod.hosts.ooklaserver.net:8080,1,64883,96674,41.8781,-87.6298,"Chicago, IL",0,Nextlink Internet,http://speedtest1.chi.nxlink.com:8080/speedtest/upload.php
US,United States,4141,,chicago.il.speedtest.frontier.com:8080,1,14228,34,41.8369,-87.6847,"Chicago, IL",0,Frontier,http://chicago.il.speedtest.frontier.com:8080/speedtest/upload.php
US,United States,4141,,speedtest.chi1.nitelusa.net.prod.hosts.ooklaserver.net:8080,1,12187,17671,41.8369,-87.6847,"Chicago, IL",0,Nitel,http://speedtest.chi1.nitelusa.net:8080/speedtest/upload.php
US,United States,4141,,chicago1.cabospeed.com:8080,1,8705,188954,41.8369,-87.6847,"Chicago, IL",0,Sparklight,http://chicago1.cabospeed.com:8080/speedtest/upload.php
US,United States,4141,,speedtest-chi.dish-wireless.com.prod.hosts.ooklaserver.net:8080,1,53964,136568,41.8369,-87.6847,"Chicago, IL",0,Boost Mobile,http://speedtest-chi.dish-wireless.com:8080/speedtest/upload.php
US,United States,4141,,stosat-chic-01.sys.comcast.net.prod.hosts.ooklaserver.net:8080,1,1776,20,41.8369,-87.6847,"Chicago, IL",0,Comcast,http://stosat-chic-01.sys.comcast.net:8080/speedtest/upload.php
US,United States,4141,,speedtest.infraly.co.prod.hosts.ooklaserver.net:8080,1,49772,324452,41.8369,-87.6847,"Chicago, IL",0,"Infraly, LLC",http://speedtest.infraly.co:8080/speedtest/upload.php
US,United States,4141,,sp-chi-01.ezeefiber.net:8080,1,71947,13004,41.8369,-87.6847,"Chicago, IL",0,EZEE Fiber,http://sp-chi-01.ezeefiber.net:8080/speedtest/upload.php
US,United States,4141,,chicago02.speedtest.windstream.net:8080,1,17384,14788,41.8369,-87.6847,"Chicago, IL",0,Uniti,http://chicago02.speedtest.windstream.net:8080/speedtest/upload.php
US,United States,4141,,chich0003ooklaspeedtestserver01.wiline.com.prod.hosts.ooklaserver.net:8080,1,63973,2292,41.8369,-87.6847,"Chicago, IL",0,WiLine Networks,http://chich0003ooklaspeedtestserver01.wiline.com:8080/speedtest/upload.php
US,United States,4141,,chcg.ookla.surfinternet.com.prod.hosts.ooklaserver.net:8080,1,64413,323996,41.8369,-87.6847,"Chicago, IL",0,Surf Internet,http://chcg.ookla.surfinternet.com:8080/speedtest/upload.php
US,United States,4141,,speedtest.zentrointernet.com.prod.hosts.ooklaserver.net:8080,1,57773,101623,41.8369,-87.6847,"Chicago, IL",0,Zentro,http://speedtest.zentrointernet.com:8080/speedtest/upload.php
US,United States,4141,,speedtest01.srv.chcgil.alticeusa.net.prod.hosts.ooklaserver.net:8080,1,69858,47677,41.8369,-87.6847,"Chicago, IL",0,Optimum Online,http://speedtest01.srv.chcgil.alticeusa.net:8080/speedtest/upload.php
US,United States,4141,,st1.tzulo.com.prod.hosts.ooklaserver.net:8080,1,5919,23530,41.8369,-87.6847,"Chicago, IL",0,"Tzulo, Inc",http://st1.tzulo.com:8080/speedtest/upload.php
US,United States,4141,,speedtest.chi.sharktech.net.prod.hosts.ooklaserver.net:8080,1,7193,73990,41.8369,-87.6847,"Chicago, IL",0,Sharktech Inc.,http://speedtest.chi.sharktech.net:8080/speedtest/upload.php
US,United States,4141,,chi.speedtest.clouvider.net.prod.hosts.ooklaserver.net:8080,1,67630,101389,41.8369,-87.6847,"Chicago, IL",0,Clouvider Ltd,http://chi.speedtest.clouvider.net:8080/speedtest/upload.php
US,United States,4141,,speedtest.summithq.com.prod.hosts.ooklaserver.net:8080,1,72724,245327,41.8369,-87.6847,"Chicago, IL",0,Summit,http://speedtest.summithq.com:8080/speedtest/upload.php
US,United States,4141,,ch1.speedtest.gslnetworks.com.prod.hosts.ooklaserver.net:8080,1,46119,186857,41.8369,-87.6847,"Chicago, IL",0,GSL Networks,http://ch1.speedtest.gslnetworks.com:8080/speedtest/upload.php
US,United States,4141,,lg-chie.fdcservers.net:8080,1,11750,213182,41.8369,-87.6847,"Chicago, IL",0,fdcservers.net,https://lg-chie.fdcservers.net:8080/speedtest/upload.php
US,United States,4141,,speedtest.ord1.hivelocity.net.prod.hosts.ooklaserver.net:8080,1,34707,9171,41.8369,-87.6847,"Chicago, IL",0,Hivelocity,http://speedtest.ord1.hivelocity.net:8080/speedtest/upload.php
US,United States,4141,,speedtest-chicago.ripplefiber.com.prod.hosts.ooklaserver.net:8080,1,72799,324118,41.8369,-87.6847,"Chicago, IL",0,RippleFiber,http://speedtest-chicago.ripplefiber.com:8080/speedtest/upload.php
US,United States,4159,,speedtest.603.sbaedge.net.prod.hosts.ooklaserver.net:8080,1,33629,324585,41.8848,-88.2040,"West Chicago, IL",0,SBA Edge,http://speedtest.603.sbaedge.net:8080/speedtest/upload.php
US,United States,4355,,chspeed.shawnee.com.prod.hosts.ooklaserver.net:8080,1,42680,478,37.7339,-88.3434,"Chicago, IL",0,Shawnee Communications,http://chspeed.shawnee.com:8080/speedtest/upload.php
US,United States,5439,,chico-speedtest.digitalpath.net.prod.hosts.ooklaserver.net:8080,1,5411,66074,39.7400,-121.8356,"Chico, CA",0,"DigitalPath, Inc",http://chico-speedtest.digitalpath.net:8080/speedtest/upload.php
MX,Mexico,5514,,speedtest.fiberx.com.mx.prod.hosts.ooklaserver.net:8080,1,69995,75079,28.6434,-106.0588,Chihuahua,0,Fiber X,http://speedtest.fiberx.com.mx:8080/speedtest/upload.php
MX,Mexico,5515,,chih.speedtest.totalplay.com.mx.prod.hosts.ooklaserver.net:8080,1,15959,98018,28.6322,-106.0708,Chihuahua,0,Totalplay,http://chih.speedtest.totalplay.com.mx:8080/speedtest/upload.php
MX,Mexico,5515,,speedtest.chi.megared.net.mx:8080,1,60314,69153,28.6322,-106.0708,Chihuahua,0,Megacable,http://speedtest.chi.megared.net.mx:8080/speedtest/upload.php
MX,Mexico,5515,,medidor-chi-catedral-1.uninet.net.mx.prod.hosts.ooklaserver.net:8080,1,3341,28,28.6322,-106.0708,Chihuahua,0,INFINITUM,http://medidor-chi-catedral-1.uninet.net.mx:8080/speedtest/upload.php
MX,Mexico,5515,,speedtestenlace.dyndns.org.prod.hosts.ooklaserver.net:8080,1,32519,202141,28.6322,-106.0708,Chihuahua,0,EnlaceWifi,http://speedtestenlace.dyndns.org:8080/speedtest/upload.php
MX,Mexico,5515,,speedtest.chihuahua.izzi.mx.prod.hosts.ooklaserver.net:8080,1,53277,33937,28.6322,-106.0708,Chihuahua,0,IZZI,http://speedtest.chihuahua.izzi.mx:8080/speedtest/upload.php
MX,Mexico,5515,,speedtest.ibyte.mx.prod.hosts.ooklaserver.net:8080,1,35743,201602,28.6322,-106.0708,Chihuahua,0,Ibyte,http://speedtest.ibyte.mx:8080/speedtest/upload.php
MX,Mexico,5516,,speedtestchih.nidix.mx.prod.hosts.ooklaserver.net:8080,1,26409,176898,28.7137,-106.2090,Ciudad de Chihuahua,0,Nidix Networks,http://speedtestchih.nidix.mx:8080/speedtest/upload.php
CL,Chile,7464,,speedtest-scch.mundopacifico.cl:8080,1,68543,23835,-36.6063,-72.1023,Chillán,0,Mundo Chile,http://speedtest-scch.mundopacifico.cl:8080/speedtest/upload.php
PE,Peru,6290,,speedtest.chimbote1.mifibra.pe:8080,1,63112,246741,-9.0633,-78.5890,Chimbote,0,Mi Fibra ISP,http://speedtest.chimbote1.mifibra.pe:8080/speedtest/upload.php
PE,Peru,6290,,ookla-chm01.movistar.pe.prod.hosts.ooklaserver.net:8080,1,12331,255,-9.0633,-78.5890,Chimbote,0,Movistar Perú,http://ookla-chm01.movistar.pe:8080/speedtest/upload.php
PE,Peru,6290,,speedtest05.wowperu.pe.prod.hosts.ooklaserver.net:8080,1,71493,207643,-9.0633,-78.5890,Chimbote,0,WOW TEL S.A.C.,http://speedtest05.wowperu.pe:8080/speedtest/upload.php
PE,Peru,6291,,speedtest35.amx.com.pe.prod.hosts.ooklaserver.net:8080,1,64679,94176,-9.0773,-78.5906,Chimbote,0,Claro Perú,http://speedtest35.amx.com.pe:8080/speedtest/upload.php
PE,Peru,6291,,speedtest.nextgen.com.pe:8080,1,51339,290134,-9.0751,-78.5937,Chimbote,0,Nextgen Perú,http://speedtest.nextgen.com.pe:8080/speedtest/upload.php
MD,Moldova,1229,,netprobe.starnet.md.prod.hosts.ooklaserver.net:8080,1,70405,952,47.0042,28.8574,Chisinau,0,StarNet Solutii SRL,http://netprobe.starnet.md:8080/speedtest/upload.php
MD,Moldova,1229,,speedtest.meganet.md.prod.hosts.ooklaserver.net:8080,1,63766,135723,47.0042,28.8574,Chisinau,0,MegaNet,http://speedtest.meganet.md:8080/speedtest/upload.php
MD,Moldova,1229,,speedtest.orange.md.prod.hosts.ooklaserver.net:8080,1,23843,131652,47.0105,28.8638,Chisinau,0,Orange Moldova SA,http://speedtest.orange.md:8080/speedtest/upload.php
MD,Moldova,1232,,speedtest100.moldcell.md.prod.hosts.ooklaserver.net:8080,1,63744,25601,47.0000,28.9167,Chisinau,0,Moldcell,http://speedtest100.moldcell.md:8080/speedtest/upload.php
MD,Moldova,1232,,speedtest.moldtelecom.md.prod.hosts.ooklaserver.net:8080,1,3750,82299,47.0000,28.9167,Chisinau,0,Moldtelecom 100G,http://speedtest.moldtelecom.md:8080/speedtest/upload.php
MD,Moldova,1232,,speedtest.ihost.md:8080,1,39725,267953,47.0000,28.9167,Chisinau,0,iHost,http://speedtest.ihost.md:8080/speedtest/upload.php
MD,Moldova,1232,,speedtest.arax.md.prod.hosts.ooklaserver.net:8080,1,18210,950,47.0000,28.9167,Chisinau,0,ARAX I.S.P.,http://speedtest.arax.md:8080/speedtest/upload.php
MD,Moldova,1232,,sp1.iphost.md.prod.hosts.ooklaserver.net:8080,1,9281,139691,47.0000,28.9167,Chisinau,0,IP HOST Data Center,http://sp1.iphost.md:8080/speedtest/upload.php
MD,Moldova,1232,,speedtest.danisnet.md:8080,1,40181,25185,47.0000,28.9167,Chisinau,0,DanisNet,http://speedtest.danisnet.md:8080/speedtest/upload.php
MD,Moldova,1232,,speedtest-md.the.hosting.prod.hosts.ooklaserver.net:8080,1,72509,317598,47.0000,28.9167,Chisinau,0,THE.Hosting,http://speedtest-md.the.hosting:8080/speedtest/upload.php
US,United States,4711,,speedtest-ict.ideatek.com:8080,1,69306,91980,37.6922,-97.3372,"Wichita, KS",0,IdeaTek Telcom,http://speedtest-ict.ideatek.com:8080/speedtest/upload.php
US,United States,4711,,speedtest-wichita.kanren.net.prod.hosts.ooklaserver.net:8080,1,20531,5215,37.6922,-97.3372,"Wichita, KS",0,Kansas Research and Education Network,http://speedtest-wichita.kanren.net:8080/speedtest/upload.php
BD,Bangladesh,5050,,speed.alaminonlinectg.com.prod.hosts.ooklaserver.net:8080,1,72588,230123,22.3752,91.8349,Chittagong,0,Al Amin Online,http://speed.alaminonlinectg.com:8080/speedtest/upload.php
BD,Bangladesh,5050,,okla.skyviewonline.com.prod.hosts.ooklaserver.net:8080,1,70239,123814,22.3752,91.8349,Chittagong,0,Skyview Online Ltd,http://okla.skyviewonline.com:8080/speedtest/upload.php
BD,Bangladesh,5053,,speed.ctgtel.net.prod.hosts.ooklaserver.net:8080,1,59684,207862,22.3375,91.8389,Chattogram,0,Chittagong Telecom Services Ltd.,http://speed.ctgtel.net:8080/speedtest/upload.php
BD,Bangladesh,5053,,speedtest.cncbd.info.prod.hosts.ooklaserver.net:8080,1,55670,245341,22.3375,91.8389,Chittagong,0,CNCBD,http://speedtest.cncbd.info:8080/speedtest/upload.php
BD,Bangladesh,5053,,speedtest.colbd.com.prod.hosts.ooklaserver.net:8080,1,28015,111197,22.3375,91.8389,Chattogram,0,Chittagong Online Limited,http://speedtest.colbd.com:8080/speedtest/upload.php
PL,Poland,736,,speedtest.petrus.pl:8080,1,5590,96331,53.7000,17.5500,Chojnice,0,Petrus sp. z o.o.,http://speedtest.petrus.pl:8080/speedtest/upload.php
HN,Honduras,5431,,speedtest.newtek-hn.com.prod.hosts.ooklaserver.net:8080,1,40024,263517,15.6055,-87.9559,Choloma,0,NewTek Fiber,http://speedtest.newtek-hn.com:8080/speedtest/upload.php
TH,Thailand,5916,,truemoveookla-cbr.trueinternet.co.th:8080,1,16517,70160,13.3611,100.9847,Chon Buri,0,TrueMove H,http://truemoveookla-cbr.trueinternet.co.th:8080/speedtest/upload.php
TH,Thailand,5916,,spd-cbr.scms-tech.co.th:8080,1,37242,70160,13.3611,100.9850,Chon Buri,0,SCM Technologies,http://spd-cbr.scms-tech.co.th:8080/speedtest/upload.php
TH,Thailand,5916,,speedtest-cbi1.ais-idc.net.prod.hosts.ooklaserver.net:8080,1,16128,79233,13.3611,100.9850,Chonburi,0,AIS,http://speedtest-cbi1.ais-idc.net:8080/speedtest/upload.php
TH,Thailand,5916,,speedtest-cbi2.ais-idc.net.prod.hosts.ooklaserver.net:8080,1,44261,79233,13.3611,100.9850,Chonburi,0,AWN,http://speedtest-cbi2.ais-idc.net:8080/speedtest/upload.php
TH,Thailand,5916,,speedtest-cbi1.3bb.co.th.prod.hosts.ooklaserver.net:8080,1,23118,42011,13.3611,100.9850,Chonburi,0,3BB,http://speedtest-cbi1.3bb.co.th:8080/speedtest/upload.php
TH,Thailand,5916,,speedtest-cbi4.ais-idc.net.prod.hosts.ooklaserver.net:8080,1,48165,79233,13.3611,100.9850,Chonburi,0,MimoTech,http://speedtest-cbi4.ais-idc.net:8080/speedtest/upload.php
BR,Brazil,6177,,speedtest.uptecnet.com.br:8080,1,44406,278961,-25.8560,-52.5301,Chopinzinho,0,UP TECNET TELECOM LTDA,http://speedtest.uptecnet.com.br:8080/speedtest/upload.php
BR,Brazil,6177,,speed.chopinnet.app.br.prod.hosts.ooklaserver.net:8080,1,41258,201287,-25.8565,-52.5373,Chopinzinho,0,CHOPIN NET,http://speed.chopinnet.app.br:8080/speedtest/upload.php
